,year,title,director,cast,genre,producer,link,music,cast_size,imdb
88,1987,Thulasi,Ameerjan,"Murali, Seetha, Chandrasekhar, Senthil, Charle, Thara",null,Veeralakshmi Combines,/wiki/Thulasi_(1987_film),Sampath Selvam,6,6.2
89,1987,Ullam Kavarndha Kalvan,Ashok Kumar,"Pandiarajan, Rekha, Nizhalgal Ravi, V. K. Ramasamy, Manorama, Kovai Sarala, Master Tinku",null,Appu Movies,/w/index.php?title=Ullam_Kavarndha_Kalvan&action=edit&redlink=1,Ilaiyaraaja,7,6.0
90,1987,Uzhavan Magan,R. Aravindraj,"Vijayakanth, Raadhika, Radha, Senthil, S. S. Chandran, Kovai Sarala",null,Ravuther Films,/wiki/Uzhavan_Magan,Manoj Gyan,6,
91,1987,Vairakkiyam,K. Vijayan,"Prabhu, Radha, Sowcar Janaki, Jaishankar, Manorama, Janagaraj",null,Sujatha Cine Arts,/wiki/Vairakkiyam,Manoj Gyan,6,
92,1987,Valayal Satham,Jeevabalan,"Murali, Bhagya, Raja, Madhuri, Chandrasekhar, M. N. Nambiar, Manorama, Janagaraj, Senthil",null,Balan Pictures,/wiki/Valayal_Satham,M. S. Viswanathan,9,
93,1987,Vanna Kanavugal,Ameerjan,"Karthik, Murali, Jayashree, Charle",null,Kavithalayaa Productions,/wiki/Vanna_Kanavugal,V. S. Narasimhan,4,
94,1987,Vaazhga Valarga,Vijaya Krishnaraj,"Pandiarajan, Radha Ravi, Saritha, Deepa, Senthil, Kovai Sarala",null,Niruma Creation,/w/index.php?title=Vaazhga_Valarga&action=edit&redlink=1,Ilaiyaraaja,6,
95,1987,Vedham Pudhithu,P. Bharathiraja,"Sathyaraj, Amala, Saritha, Raja, Janagaraj",null,Janani Art Creations,/wiki/Vedham_Pudhithu,Devendran,5,7.2
96,1987,Veerapandiyan,Karthick Raghunath,"Sivaji Ganesan, Vijayakanth, Raadhika, Jaishankar, Sumithra, V. K. Ramasamy, Anuradha",null,Prakash Pictures,/wiki/Veerapandiyan,Sankar Ganesh,7,5.7
97,1987,Veeran Veluthambi,Rama Narayanan,"Radha Ravi, Ambika, Chandrasekhar, Rekha, Senthil, S. S. Chandran",null,Sri Thenandal Films,/wiki/Veeran_Veluthambi,S. A. Rajkumar,6,
98,1987,Velaikaran,S. P. Muthuraman,"Rajinikanth, Amala, K. R. Vijaya, Sarath Babu, Pallavi, V. K. Ramasamy, Senthil",null,Kavithalayaa Productions,/wiki/Velaikkaran_(1987_film),Ilaiyaraaja,7,6.7
99,1987,Velicham,Sundar K. Vijayan,"Karthik, Ranjini, Nizhalgal Ravi, Sumithra, Senthil, Kovai Sarala",null,L. V. Creations,/wiki/Velicham,Manoj Gyan,6,
100,1987,Velundu Vinaiyillai,K. Shankar,"Vijayakanth, Ambika, M. N. Nambiar, Senthil, Vadivukkarasi",null,Om Muruga Arts,/wiki/Velundu_Vinaiyillai,M. S. Viswanathan,5,
101,1987,Vilangu,P. Jayadevi,"Jaishankar, Nizhalgal Ravi, Nalini, Arun Pandian, Ramya Krishnan, Sulakshana, Janagaraj",null,Bhanu Arts,/wiki/Vilangu,Shyam,7,
